,Title,Location,Remax_Description,P24_Link,Bedrooms,Bathrooms,Parking Spaces,Erf Size,Agency,Price
136,3 Bedroom House,Gaborone,"THE VILLAGE – Unique and rare opportunity to purchase this multi -residential property in a prime area. Featuring a lush garden framed with large trees, a spacious 3 bedroom home with 2 bathrooms, master is ensuite and has a walk-in dressing room and direct access to the garden. The lounge and bar/entertainment area le",https://www.remax.co.za/property/for-sale/botswana/south-east-district/gaborone/gaborone/3-bedroom-house-for-sale-in-gaborone-4229443,3,2,,New,Remax,BWP 6 200 000
137,Farm,Lion Park,"LION PARK : Freehold plot measuring 4,3587 Ha for sale P2 million. Located in a beautiful lion park area. Don't miss out on this unique investment opportunity at this unbeatable price. Power line runs by the plot and there is easy access to the plot. Contact Elizabeth 75211413 email elizabeth.mmemo@remax.co.bw",https://www.remax.co.za/property/for-sale/botswana/south-east-district/gaborone/lion-park/-farm-for-sale-in-lion-park-4227710,,,,New,Remax,BWP 2 000 000
138,Vacant Land / Plot,Lobatse Cent,LOBATSE: Exciting opportunity awaits you to own a residential plot in this sought after upcoming estate. Plots range from 300m2 to 7992m2 price is P165/m2+VAT. Total sale price will be determined by the size of plot you choose. Please call me to arrange a viewing.,https://www.remax.co.za/property/for-sale/botswana/south-east-district/lobatse/lobatse-central/-vacant-land-plot-for-sale-in-lobatse-central-4227838,,,,New,Remax,BWP 150 480
139,Commercial Property,Lobatse Cen,LOBATSE:  Exciting opportunity awaits you to own a commercial or an industrial plot in this sought after upcoming estate. Plots range from 1081m2 to 2.7Ha. Price is P275/m2 +VAT. Total sale price will be determined by the size of plot you choose. Please call to arrange for viewing.,https://www.remax.co.za/property/for-sale/botswana/south-east-district/lobatse/lobatse-central/-commercial-property-for-sale-in-lobatse-central-4227832,,,,New,Remax,BWP 340 000
140,Vacant Land / Plot,Ghanzi Centr,"GHANZI- vacant agricultural land measuring 10 hectares with borehole (not equipped). This land is freehold agricultural land, not fenced and in close proximity to Ghanzi.",https://www.remax.co.za/property/for-sale/botswana/ghanzi-district/ghanzi/ghanzi-central/-vacant-land-plot-for-sale-in-ghanzi-central-4177545,,,,,Remax,BWP 450 000
141,Vacant Land / Plot,Ghanzi Centr,"GHANZI- Vacant freehold agricultural land measuring 9.989 hectares. Included is an  equipped borehole, Jojo tank, large shed and staff quarters. A Conqueror camping trailer with rooftop tent, kitchen with gas stove. Wired for solar panel.",https://www.remax.co.za/property/for-sale/botswana/ghanzi-district/ghanzi/ghanzi-central/-vacant-land-plot-for-sale-in-ghanzi-central-4182970,,1,,,Remax,BWP 700 000
142,Commercial Property,Block 8,"BLOCK 8 INDUSTRIAL: Unique opportunity to invest in this industrial warehouse complex situated on 4882m2 of land in the Botswana Innovation Hub. Featuring 4 double-volume height warehouses, 3 of which are approx. 435m2 each and one is approx. 895m2 and has facility for a staff canteen if required. Each warehouse has a",https://www.remax.co.za/property/for-sale/botswana/south-east-district/gaborone/block-8/-commercial-property-for-sale-in-block-8-4223688,,,,,Remax,BWP 23 000 000
143,1 Bedroom Apartment / Flat,Gaborone,"ITOWERS APARTMENT: Rare opportunity to purchase this upmarket quality apartment with so much to offer. Open plan living/dining/kitchen, extra spacious bedroom with lots of built-in cupboards. Fully airconditioned. Embrace this lifestyle of Lock-up and go",https://www.remax.co.za/property/for-sale/botswana/south-east-district/gaborone/gaborone/1-bedroom-apartment-flat-for-sale-in-gaborone-4223196,1,1,,New,Remax,BWP 2 000 000
144,6 Bedroom House,Block 9,"BLOCK 9- Lovely property offers two houses as one property, semi-detached, consisting of 3 bedrooms all ensuite bathrooms, open plan lounge areas. self-contained 1 bedroom guest cottage with ensuite bathroom. Two room staff quarters, two garages and carport, Land size 1149m2. Call Lynn 74329188 to view",https://www.remax.co.za/property/for-sale/botswana/south-east-district/gaborone/block-9/6-bedroom-house-for-sale-in-block-9-4185545,6,6,,,Remax,BWP 2 900 000
145,Farm,Machaneng Central,"TULI BLOCK: situated along 10km on the banks of the mighty Limpopo River, is this unique Game Ranch measuring approx. 11,464ha of magnificent scenic FREEHOLD land in this natural paradise. Featuring excellent infrastructure throughout the property and diverse riverine bush and game, unique mountain features, this is a",https://www.remax.co.za/property/for-sale/botswana/central-district/machaneng/machaneng-central/-farm-for-sale-in-machaneng-central-4222177,,,,,Remax,BWP 150 000 000
146,,,,,,,,,Remax,
147,3 Bedroom House,Broadhurst,"BROADHURST EXTENSION 29: Immaculate 3-bedroom, family home with 2 lounges, dining room, study, and refurbished kitchen. Master bedroom is ensuite and shared bathroom, Property has a detached self-contained one-bedroom cottage. Plot size 628m2. Please call me for viewing.",https://www.remax.co.za/property/for-sale/botswana/south-east-district/gaborone/broadhurst/3-bedroom-house-for-sale-in-broadhurst-4220294,3,2,,Price Reduced,Remax,BWP 1 450 000
148,3 Bedroom House,Gaborone,"MOGODITSHANE BLOCK 9: Neat 3-bedroom house, open plan lounge and kitchen. master bedroom with ensuite. 1 shared bathroom and study. Detached 2-bedroom cottage with 1 bathroom. Plot size 1000m2",https://www.remax.co.za/property/for-sale/botswana/south-east-district/gaborone/gaborone/3-bedroom-house-for-sale-in-gaborone-4217180,3,2,,,Remax,BWP 1 100 000
149,8 Bedroom House,Gaborone,"MMOPANE: Multi residential units, situated not far from the Mmopane Primary School. Just 4.5 km drive from the Engine filling station. 5 units total rent P9800.00 per month. Plot size 1667m2. Calling for investments buyers.",https://www.remax.co.za/property/for-sale/botswana/south-east-district/gaborone/gaborone/8-bedroom-house-for-sale-in-gaborone-4215336,8,5,,Offer Made,Remax,BWP 1 150 000
150,3 Bedroom House,Gaborone North,"GABORONE NORTH: nice and neat home on the first turn into Gaborone North. This house sits on a 700m2 plot, has 3 bedrooms, ensuite bathroom, lounge, dining and open plan kitchen. The house has a nice guest wing that offers a lounge and ensuite bedroom, nice big yard space with a swimming pool at the back and shaded par",https://www.remax.co.za/property/for-sale/botswana/south-east-district/gaborone/gaborone-north/3-bedroom-house-for-sale-in-gaborone-north-4210705,3,2,,,Remax,BWP 1 700 000
151,Commercial Property,Serowe Cent,"SEROWE, MORULA WARD: 4 bedroom guesthouse sitting on a large plot of 1902sqm. It consists of 4 bedrooms, 1 bathroom, 1 toilet, kitchen, sitting room and 1 separate room. Located behind the new Sekgomo Hospital, not far from Boiteko Junction Mall. It is ready for the next owners to bring it into a modern guesthouse or n",https://www.remax.co.za/property/for-sale/botswana/central-district/serowe/serowe-central/4-bedroom-commercial-property-for-sale-in-serowe-central-4207400,4,1,,,Remax,BWP 750 000
152,Vacant Land / Plot,Gaborone,"MOGODITSHANE, NKOYAPHIRI: 3163sqm industrial plot for sale. Title deed available. It is located in a developed area, very close to Gabane-Gaborone road. Water, electricity and sewage available. Contact Elizabeth on 75211413, Email: elizabeth.mmemo@remax.com",https://www.remax.co.za/property/for-sale/botswana/south-east-district/gaborone/gaborone/-vacant-land-plot-for-sale-in-gaborone-4201680,,,,Sole Mandate,Remax,BWP 2 860 000
153,4 Bedroom House,Mogoditshane Central,"MOGODITSHANE BLOCK 5- plot for sale consisting of a two and a half house and 3 separate rooms, tuckshop and latrine toilet. The location is not bad and is very close to the Gaborone-Molepolole road. It is in close proximity to Bodiba Mall. The plot is suitable for a multi-residential. Contact Elizabeth, 75211413. Email",https://www.remax.co.za/property/for-sale/botswana/kweneng-district/mogoditshane/mogoditshane-central/4-bedroom-house-for-sale-in-mogoditshane-central-4200221,4,1,,,Remax,BWP 550 000
154,Vacant Land / Plot,Ghanzi Centr,"GHANZI- vacant land measuring 10 hectares with borehole (not equipped). This land is freehold agricultural land, not fenced and in close proximity to Ghanzi.",https://www.remax.co.za/property/for-sale/botswana/ghanzi-district/ghanzi/ghanzi-central/-vacant-land-plot-for-sale-in-ghanzi-central-4177543,,,,,Remax,BWP 450 000
155,Vacant Land / Plot,Ghanzi Centr,"GHANZI- vacant farm land measuring 10 hectares with borehole (not equipped). This land is freehold agricultural land. Close proximity to Ghanzi, not fenced.",https://www.remax.co.za/property/for-sale/botswana/ghanzi-district/ghanzi/ghanzi-central/-vacant-land-plot-for-sale-in-ghanzi-central-4177533,,,,,Remax,BWP 450 000
156,Vacant Land / Plot,Ghanzi Centr,"GHANZI- vacant farm land measuring 10 hectares with borehole (not equipped). This land is freehold agricultural land, close proximity to Ghanzi. This land is not fenced.",https://www.remax.co.za/property/for-sale/botswana/ghanzi-district/ghanzi/ghanzi-central/-vacant-land-plot-for-sale-in-ghanzi-central-4177506,,,,,Remax,BWP 450 000
157,9 Bedroom House,Gaborone,"MOLEPOLOLE, BOKAA WARD: multi-residential with title deed and approved for multi-residential in this area close to Bokaa Clinic and Bokaa Primary School, not far from Gaborone main road, easy access. 2 units with 2 beds and open plan kitchen, 1 unit with 3 bedroom and master ensuite and 1 two and half. Place secured wi",https://www.remax.co.za/property/for-sale/botswana/south-east-district/gaborone/gaborone/9-bedroom-house-for-sale-in-gaborone-4199002,9,5,,,Remax,BWP 1 050 000
158,3 Bedroom House,Broadhurst,"BROADHURST- INVESTMENT BUYERS, TENANTED PROPERTY. Extra-ordinary home, a wonderland garden set on a 1780m2 plot, located in a cul de sac  of this established  neighbourhood. The main house has 3 bedrooms, a fully fitted study, double volume wooden ceilings in the study and dining areas, 2 large living areas (one with a",https://www.remax.co.za/property/for-sale/botswana/south-east-district/gaborone/broadhurst/3-bedroom-house-for-sale-in-broadhurst-4163748,3,2,,,Remax,BWP 4 500 000
159,Commercial Property,Ramotswa Ce,RAMOTSWA- mixed land use plot with title deed measuring 1439m2. Close to the road,https://www.remax.co.za/property/for-sale/botswana/south-east-district/ramotswa/ramotswa-central/-commercial-property-for-sale-in-ramotswa-central-4195681,,,,,Remax,BWP 460 000
160,Vacant Land / Plot,Gaborone,SENTLHANE- undeveloped agricultural plot measuring 9481m2.,https://www.remax.co.za/property/for-sale/botswana/south-east-district/gaborone/gaborone/-vacant-land-plot-for-sale-in-gaborone-4193241,,,,,Remax,BWP 2 200 000
161,Commercial Property,Maun Centra,"MAUN- BOSEJA INDUSTRIAL: commercial property for investment buyers. 2 tenants, built up area total is 1182m2, plot size is 2018m2 in a long established industrial area of Maun. Warehouse space is 1064m2 separate office building is 108m2 plus external ablutions. Call for viewing by appointment.",https://www.remax.co.za/property/for-sale/botswana/north-west-district/maun/maun-central/-commercial-property-for-sale-in-maun-central-4192711,,,,,Remax,BWP 4 200 000
162,1 Bedroom Apartment / Flat,Mogoditshane Centr,"MOGODITSHANE- Great opportunity for an investment, nice 1 bedroom multi residential for sale in a good location sitting on a 1897m2. Plot has ample room to put up more. There are 6 fully tenanted units and 1 main house. Do not miss out in this wonderful opportunity to invest.",https://www.remax.co.za/property/for-sale/botswana/kweneng-district/mogoditshane/mogoditshane-central/1-bedroom-apartment-flat-for-sale-in-mogoditshane-central-4137102,1,1,,,Remax,BWP 2 100 000
163,Commercial Property,Palapye Cen,PALAPYE INDUSTRIAL (A1)- A great opportunity for investment. This property consists of 5 units all fully tenanted  on  a 3582m2 plot in a well sought out industrial area close to shopping complexes and the A1 road. Do not miss out  on this amazing investment piece. Call me Batsile 76660089,https://www.remax.co.za/property/for-sale/botswana/central-district/palapye/palapye-central/-commercial-property-for-sale-in-palapye-central-4171340,,,,,Remax,BWP 5 700 000
164,3 Bedroom House,Mochudi Central,"MOCHUDI - charming country home, featuring a spacious main house with 3 bedrooms, 1 ensuite bathroom, 2 bathrooms in all, an open lounge/dining area and a kitchen with stove and fridge included. Coming out the front door is a lovely verandah with canvas side covers.
Also available is a rondavel plus a separate ablution",https://www.remax.co.za/property/for-sale/botswana/kgatleng-district/mochudi/mochudi-central/3-bedroom-house-for-sale-in-mochudi-central-4173002,3,2,,,Remax,BWP 1 050 000
165,14 Bedroom House,Gaborone,"MOGODITSHANE - 14 bed self catering complex. Each cottage has 1 bedroom, a lounge plus fitted kitchen (excluding stove) and a bathroom.  5 of the units have  a study. Set on 5000m2 property, guard house/reception. Designated parking  and lots of trees. Good opportunity for an income generating property.",https://www.remax.co.za/property/for-sale/botswana/south-east-district/gaborone/gaborone/14-bedroom-house-for-sale-in-gaborone-4101308,14,14,,,Remax,BWP 6 700 000
166,Farm,Masunga Central,"Tshesebe: An opportunity to invest in a beautiful Lodge/Resort, situated a mere 65 kilometers from Francistown along the main Bulawayo road in the North-East District. This well established Lodge is set on a breathtaking 1 750 hectares of pristine, unspoiled African bush, surrounded by Indigenous trees, plentiful plain",https://www.remax.co.za/property/for-sale/botswana/north-east-district/masunga/masunga-central/14-bedroom-farm-for-sale-in-masunga-central-4161075,14,15,,,Remax,BWP 15 500 000
167,,,,,,,,,Remax,
168,Commercial Property,Broadhurst,BROADHURST-8 bedroom guest house well positioned in Broadhurst. Easy access to business head offices. Excellent main road visibility. Been trading for many years. Large dining or conference room. Lots of secure parking.,https://www.remax.co.za/property/for-sale/botswana/south-east-district/gaborone/broadhurst/8-bedroom-commercial-property-for-sale-in-broadhurst-4079311,8,8,,Reserved,Remax,BWP 6 000 000
169,Farm,Ghanzi Central,"GHANZI- rare opportunity to acquire 27,192ha in this well-known game and farming area of Botswana. An extraordinary property in beautiful Botswana, featuring a well developed hunting safari operation and a cattle ranching operation. There are large and healthy populations of the Kalahari species, a luxurious safari lod",https://www.remax.co.za/property/for-sale/botswana/ghanzi-district/ghanzi/ghanzi-central/-farm-for-sale-in-ghanzi-central-4176862,,,,,Remax,BWP 120 000 000
170,Vacant Land / Plot,Ramotswa Cen,"MMAMIARING AREA- approximately 30km from Gaborone close to landfill turn off. 0.5km from the main road. Zoned as ploughing field, fenced with gate, measuring 2.4 hectares.",https://www.remax.co.za/property/for-sale/botswana/south-east-district/ramotswa/ramotswa-central/-vacant-land-plot-for-sale-in-ramotswa-central-4175835,,,,Price Reduced,Remax,BWP 300 000
171,Vacant Land / Plot,Rasesa,"RASESA-MATSIENG AREA- Prime location along A1 Gaborone- Francistown road. Three separate plots for sale. 1- zoned as residential land use 715m2, 2- zoned as a Chibuku depot, land size 773m2 and 3- hardware and spares. Land size 1846m2. Please call me for a viewing.  Includes borehole not equipped.",https://www.remax.co.za/property/for-sale/botswana/kgatleng-district/rasesa/rasesa/-vacant-land-plot-for-sale-in-rasesa-4036208,,,,Price Reduced,Remax,BWP 950 000
172,3 Bedroom House,Gaborone,"MOGODITSHANE BLOCK 7: A very homely house with a spacious yard with two fruit trees, double garages, dry garden with a cozy verandah. House consists of 3 bedrooms, 2 bathrooms, lounge, kitchen and dining area. Cottage attached to the double garages. Plot size 840m2. Do not miss out on this lovely home.",https://www.remax.co.za/property/for-sale/botswana/south-east-district/gaborone/gaborone/3-bedroom-house-for-sale-in-gaborone-2965228,3,2,,,Remax,BWP 950 000
173,Vacant Land / Plot,Tlokweng Cen,"TLOKWENG, MABOANA- 4.4ha vacant agricultural land located right on the tlokweng border. Partly fenced on 3 sides. A good opportunity to establish an income generating project in this area, This is tribal land.",https://www.remax.co.za/property/for-sale/botswana/south-east-district/tlokweng/tlokweng-central/-vacant-land-plot-for-sale-in-tlokweng-central-3384606,,,,,Remax,BWP 650 000
174,4 Bedroom House,Mokolodi 1,"MOKOLODI 1- This home has a country lifestyle. This home offers 2 lounges, dining room, open plan kitchen with pantry. 4 bedrooms all ensuite bathrooms. Patio leading to lapa, fire pit and pool area. 1 bedroom cottage with storage and shower. Double garage, 1 chicken house, land size 2550m2.",https://www.remax.co.za/property/for-sale/botswana/south-east-district/gaborone/mokolodi-1/4-bedroom-house-for-sale-in-mokolodi-1-4119418,4,4,,,Remax,BWP 3 300 000
175,Vacant Land / Plot,Kasane Centr,"KAZUNGULA - CHOBE REGION; Located in the wonderful Chobe region is 2,5 ha of prime land zoned for tourism; located in a valley of a wildlife corridor and easily accessible just 5.4 km from Kazungula by sand road. Make your dreamland come true in Botswana's stunning natural environment.",https://www.remax.co.za/property/for-sale/botswana/north-west-district/kasane/kasane-central/-vacant-land-plot-for-sale-in-kasane-central-2205671,,,,,Remax,BWP 2 300 000
176,2 Bedroom House,Tlokweng Central,"TLOKWENG, LENGANENG- Two bedroom house, newly built and almost completed. Consists of fitted kitchen, two bathrooms, lounge, staff quarters, property is walled. Call or WhatsApp me 76660089 to schedule a viewing.",https://www.remax.co.za/property/for-sale/botswana/south-east-district/tlokweng/tlokweng-central/2-bedroom-house-for-sale-in-tlokweng-central-4124983,2,2,,,Remax,BWP 1 200 000
177,4 Bedroom House,Gaborone North,"GABORONE NORTH- Double storey home offering 4 bedrooms, master ensuite, common bathroom, separate shower and toilet. Downstairs consists of a lounge, large kitchen with laundry, dining area, study and guest toilet. Also available is a staff quarters, single garage, 2 water tanks. The property sits on a nice size plot m",https://www.remax.co.za/property/for-sale/botswana/south-east-district/gaborone/gaborone-north/4-bedroom-house-for-sale-in-gaborone-north-4133374,4,2,,,Remax,BWP 1 800 000
178,Vacant Land / Plot,Gaborone Nor,"GABORONE NORTH; located on the fourth turn, this plot measures 1646 m2. Great opportunity in this upcoming estate. Please call me for viewing.",https://www.remax.co.za/property/for-sale/botswana/south-east-district/gaborone/gaborone-north/-vacant-land-plot-for-sale-in-gaborone-north-2153755,,,,,Remax,BWP 800 000
179,Commercial Property,Mokolodi 1,"MOKOLODI NATURE RESERVE/CROCODILE POOLS; Tranquil and  peaceful bordering the Mokolodi Nature reserve. This property has  great potential to run as Guest lodge  only 30 km from Gaborone. This property has endless possibilities to be  a lodge, wedding venue, conference center or weekend retreat. This property has 8 that",https://www.remax.co.za/property/for-sale/botswana/south-east-district/gaborone/mokolodi-1/8-bedroom-commercial-property-for-sale-in-mokolodi-1-2155246,8,8,,,Remax,BWP 8 000 000
180,10 Bedroom House,Gaborone,"PARTIAL: Available in the heart of the city, zoned commercial guest house, located on a corner plot with direct access to 2 main dual lane routes in central Gaborone. Excellent potential.Offering 10 bedrooms in all, 8 bathrooms, 7 are ensuite, two studies/offices, a very large open plan lounge/dining area, an external",https://www.remax.co.za/property/for-sale/botswana/south-east-district/gaborone/gaborone/10-bedroom-house-for-sale-in-gaborone-2529035,10,7,,,Remax,BWP 5 000 000
181,Commercial Property,Kanye Centr,"KANYE, GAMOGOTSWANE WARD- Vacant commercial plot measuring 1725m2 suitable for petrol station. This plot is next to the main road into Kanye opposite old CTO building.",https://www.remax.co.za/property/for-sale/botswana/southern-district/kanye/kanye-central/-commercial-property-for-sale-in-kanye-central-4123617,,,,Price Reduced,Remax,BWP 400 000
182,3 Bedroom House,Lobatse Central,"LOBATSE- Lovely big family home on the outskirts of Lobatse, located a short drive from the main road. Nestled among lush vegetation with a picturesque hilly backdrop. This home has 3 bedrooms, 2 ensuite bathrooms plus additional guest toilet and a charming big kitchen. The lounge/dining are bright with lots of natural",https://www.remax.co.za/property/for-sale/botswana/south-east-district/lobatse/lobatse-central/3-bedroom-house-for-sale-in-lobatse-central-4127586,3,3,,,Remax,BWP 2 475 000
183,5 Bedroom House,Bokaa Central,"BOKKA- Very beautiful home 30kms from Gaborone. This house boasts 5 bedrooms, 1 en-suite, 2 bathrooms and 2 guest toilets upstairs and downstairs respectively. Fitted kitchen (lovely), an upstairs incomplete kitchenette and a balcony overlooking the Bokaa dam. This property is on a 1295.96m2 and has plenty of room for",https://www.remax.co.za/property/for-sale/botswana/kgatleng-district/bokaa/bokaa-central/5-bedroom-house-for-sale-in-bokaa-central-4123240,5,2,,,Remax,BWP 2 400 000
184,3 Bedroom House,Block 6,"BLOCK 6 : Very lovely 3 bedroom home priced to go, in the heart of block 6, close to the main road this house offers 3  bedroom, one ensuite, nice fitted kitchen, lounge and staff quarters on a 413m2 plot. Do not miss out on this lovely home.",https://www.remax.co.za/property/for-sale/botswana/south-east-district/gaborone/block-6/3-bedroom-house-for-sale-in-block-6-4122233,3,1,,,Remax,BWP 1 400 000
185,Commercial Property,Gaborone No,GABORONE NORTH: Prime location along A1bypass. Undeveloped commercial plot for a shopping mall measuring 4693m2. This plot is next to an undeveloped filling station. Water and electricity available for connection.,https://www.remax.co.za/property/for-sale/botswana/south-east-district/gaborone/gaborone-north/-commercial-property-for-sale-in-gaborone-north-4073778,,,,,Remax,BWP 10 000 000
186,Vacant Land / Plot,Palapye Cent,"PALAPYE- Excellent development opportunity. 12,391m2 of mixed use/commercial land located on the main road within the vicinity of shopping malls of this fast developing area of Palapye.",https://www.remax.co.za/property/for-sale/botswana/central-district/palapye/palapye-central/-vacant-land-plot-for-sale-in-palapye-central-4111931,,,,Price Reduced,Remax,BWP 3 500 000
187,Commercial Property,Gaborone,"MAIN MALL - EXT 3 - one of the best available office blocks in the heart of the Main Mall of Gaborone.  A stone's throw from several major business/banking facilities, the Government enclave, Town Council and embassies.  A 4 storey building comprising 3117m2 of prime space featuring approximately 780m2 ground floor ret",https://www.remax.co.za/property/for-sale/botswana/south-east-district/gaborone/gaborone/-commercial-property-for-sale-in-gaborone-2566405,,,,,Remax,BWP 52 000 000
188,,,,,,,,,Remax,
